image_name,biomarker_id,crop_path,x_px,y_px
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000004.png,1855.92,55.21
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000005.png,1894.71,255.09
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000006.png,1928.52,421.05
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000007.png,1777.92,365.73
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000008.png,2009.96,628.50
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000009.png,1553.57,444.10
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000010.png,1180.16,305.80
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000011.png,1075.67,333.46
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000012.png,1115.62,597.76
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000013.png,949.66,596.23
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000014.png,1364.56,539.37
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000015.png,1415.27,729.92
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000016.png,542.44,1114.08
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000017.png,52.25,1095.64
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000018.png,107.57,1865.51
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000019.png,93.74,774.48
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000020.png,304.26,739.14
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000021.png,516.32,582.40
1c RGB,1,data/processed/positives/crops/1C-rgb/0000000022.png,1545.75,1087.25
2a RGB,1,data/processed/positives/crops/2a-RGB/0000000001.png,1015.24,254.22
2a RGB,1,data/processed/positives/crops/2a-RGB/0000000002.png,939.79,757.74
2a RGB,1,data/processed/positives/crops/2a-RGB/0000000003.png,783.98,1095.61
2a RGB,1,data/processed/positives/crops/2a-RGB/0000000004.png,964.40,1151.37
2a RGB,1,data/processed/positives/crops/2a-RGB/0000000005.png,1172.69,1397.39
2a RGB,1,data/processed/positives/crops/2a-RGB/0000000006.png,1153.01,1535.16
2a RGB,1,data/processed/positives/crops/2a-RGB/0000000007.png,1253.06,1795.94
2a RGB,1,data/processed/positives/crops/2a-RGB/0000000008.png,882.39,1986.20
2a RGB,1,data/processed/positives/crops/2a-RGB/0000000009.png,372.31,1469.56
2a RGB,1,data/processed/positives/crops/2a-RGB/0000000010.png,885.67,674.09
2a RGB,1,data/processed/positives/crops/2a-RGB/0000000011.png,1671.29,774.14
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000001.png,894.88,103.98
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000002.png,1113.88,154.40
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000003.png,1214.71,17.33
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000004.png,1603.86,69.32
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000005.png,1898.48,176.46
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000006.png,1950.47,45.69
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000007.png,152.82,463.20
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000008.png,7.88,436.41
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000009.png,168.58,527.79
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000010.png,203.24,814.53
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000011.png,855.50,720.00
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000012.png,1011.47,792.48
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000013.png,931.12,893.31
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000014.png,1526.66,1039.83
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000015.png,1532.96,1013.05
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000016.png,836.59,1301.36
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000017.png,905.91,1422.68
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000018.png,1020.92,1789.77
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000019.png,883.86,1764.56
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000020.png,653.83,1882.72
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000021.png,1584.95,1729.90
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000022.png,1865.39,1553.44
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000023.png,1966.22,1907.93
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000024.png,1361.23,1403.77
2b RGB,1,data/processed/positives/crops/2b-RGB/0000000025.png,1115.45,1060.31
2c RGB,1,data/processed/positives/crops/2c-RGB/0000000001.png,115.01,296.19
2c RGB,1,data/processed/positives/crops/2c-RGB/0000000002.png,96.11,642.80
2c RGB,1,data/processed/positives/crops/2c-RGB/0000000003.png,122.89,641.23
2c RGB,1,data/processed/positives/crops/2c-RGB/0000000004.png,439.56,1118.61
2c RGB,1,data/processed/positives/crops/2c-RGB/0000000005.png,557.73,1211.56
2c RGB,1,data/processed/positives/crops/2c-RGB/0000000006.png,264.68,1181.63
2c RGB,1,data/processed/positives/crops/2c-RGB/0000000007.png,1323.42,1572.35
2c RGB,1,data/processed/positives/crops/2c-RGB/0000000008.png,1740.93,1703.12
2c RGB,1,data/processed/positives/crops/2c-RGB/0000000009.png,2045.00,1758.26
2c RGB,1,data/processed/positives/crops/2c-RGB/0000000010.png,1636.95,1106.00
2c RGB,1,data/processed/positives/crops/2c-RGB/0000000011.png,1145.39,586.09
2c RGB,1,data/processed/positives/crops/2c-RGB/0000000012.png,916.94,557.73
2c RGB,1,data/processed/positives/crops/2c-RGB/0000000013.png,2044.08,35.36
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000001.png,1074.27,54.48
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000002.png,917.81,69.85
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000003.png,820.02,180.21
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000004.png,1356.46,85.22
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000005.png,305.40,359.21
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000006.png,273.40,520.63
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000007.png,182.07,644.54
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000008.png,1065.82,406.66
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000009.png,1764.85,423.94
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000010.png,1679.79,519.62
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000011.png,1558.86,471.78
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000012.png,1370.15,487.72
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000013.png,1185.42,546.20
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000014.png,1528.29,628.59
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000015.png,877.11,931.59
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000016.png,699.03,902.36
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000017.png,555.50,875.78
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000018.png,733.58,568.79
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000019.png,899.70,381.41
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000020.png,317.62,1067.15
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000021.png,236.55,847.87
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000022.png,229.91,1194.73
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000023.png,526.26,1081.77
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000024.png,607.33,1177.45
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000025.png,729.59,1294.40
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000026.png,523.61,1275.79
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000027.png,527.59,1452.54
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000028.png,267.12,1512.35
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000029.png,239.21,1544.24
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000030.png,244.53,1685.11
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000031.png,732.25,1562.85
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000032.png,962.16,1503.04
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000033.png,1113.66,1370.15
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000034.png,1126.95,1099.04
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000035.png,1673.15,902.36
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000036.png,1909.70,1003.36
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000037.png,1056.17,1849.75
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000038.png,694.39,1929.50
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000039.png,696.33,1952.84
3a RGB,1,data/processed/positives/crops/3a-RGB/0000000040.png,1941.17,1754.45
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000001.png,263.11,118.16
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000002.png,159.13,255.23
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000003.png,656.98,118.16
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000004.png,1841.76,26.78
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000005.png,998.87,225.30
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000006.png,1148.54,289.89
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000007.png,1186.35,354.49
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000008.png,1361.23,313.52
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000009.png,1320.27,411.21
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000010.png,1191.08,512.04
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000011.png,1520.36,499.43
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000012.png,1679.48,806.66
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000013.png,1685.79,910.64
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000014.png,1580.23,1076.07
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000015.png,1239.92,1156.42
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000016.png,1458.91,1347.05
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000017.png,348.19,1460.49
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000018.png,294.62,962.63
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000019.png,463.20,800.35
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000020.png,557.73,630.20
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000021.png,575.06,239.48
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000022.png,781.00,822.60
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000023.png,1813.58,1871.34
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000024.png,1951.15,534.11
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000025.png,2036.99,602.24
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000026.png,1127.76,811.21
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000027.png,861.05,909.96
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000028.png,588.87,563.68
3b RGB,1,data/processed/positives/crops/3b-RGB/0000000029.png,1712.61,13.27
3c RGB,1,data/processed/positives/crops/3c-RGB/0000000001.png,1044.76,203.38
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000001.png,644.06,36.22
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000002.png,163.77,289.75
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000003.png,532.26,314.95
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000004.png,422.03,538.56
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000005.png,256.68,467.69
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000006.png,656.66,598.40
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000007.png,231.49,829.88
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000008.png,423.60,1080.27
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000009.png,409.43,1099.16
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000010.png,551.16,908.62
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000011.png,2014.08,170.07
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000012.png,1724.33,262.98
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000013.png,1562.13,598.40
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000014.png,1673.94,631.47
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000015.png,1420.41,798.39
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000016.png,869.25,1122.78
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000017.png,820.43,1333.80
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000018.png,458.25,1296.00
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000019.png,234.63,1609.37
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000020.png,595.25,1869.20
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000021.png,1244.04,1774.72
4a RGB,1,data/processed/positives/crops/4a-RGB/0000000022.png,1645.59,1226.71
4b RGB,1,data/processed/positives/crops/4b-RGB/0000000001.png,564.03,316.68
4b RGB,1,data/processed/positives/crops/4b-RGB/0000000002.png,411.21,501.01
4b RGB,1,data/processed/positives/crops/4b-RGB/0000000003.png,724.73,702.67
4b RGB,1,data/processed/positives/crops/4b-RGB/0000000004.png,1347.05,1060.31
4b RGB,1,data/processed/positives/crops/4b-RGB/0000000005.png,1350.20,449.02
4b RGB,1,data/processed/positives/crops/4b-RGB/0000000006.png,852.35,1310.82
4b RGB,1,data/processed/positives/crops/4b-RGB/0000000007.png,315.10,1384.87
4b RGB,1,data/processed/positives/crops/4b-RGB/0000000008.png,1971.54,928.15
4b RGB,1,data/processed/positives/crops/4b-RGB/0000000009.png,822.12,1618.11
4b RGB,1,data/processed/positives/crops/4b-RGB/0000000010.png,422.58,527.08
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000001.png,1407.81,39.37
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000002.png,1722.76,261.41
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000003.png,1273.96,207.86
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000004.png,1266.08,229.91
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000005.png,777.92,395.26
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000006.png,544.86,651.94
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000007.png,670.84,548.01
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000008.png,434.63,508.64
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000009.png,1091.29,738.55
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000010.png,1143.25,417.30
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000011.png,1303.88,437.78
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000012.png,749.57,1182.62
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000013.png,751.15,1209.39
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000014.png,1037.75,1286.55
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000015.png,1269.23,1651.89
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000016.png,1558.98,1505.44
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000017.png,1776.30,1286.55
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000018.png,1558.98,1248.76
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000019.png,1445.60,999.95
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000020.png,642.49,1683.39
4c RGB,1,data/processed/positives/crops/4c-RGB/0000000021.png,828.31,1061.37
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000001.png,727.88,80.35
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000002.png,1145.39,190.64
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000003.png,1071.34,282.01
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000004.png,1892.18,75.62
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000005.png,381.27,143.37
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000006.png,365.52,230.02
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000007.png,53.57,259.96
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000008.png,14.18,248.93
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000009.png,252.08,553.00
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000010.png,337.16,420.66
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000011.png,557.73,341.88
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000012.png,767.27,551.43
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000013.png,874.40,604.99
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000014.png,842.89,672.74
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000015.png,1049.28,701.10
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000016.png,1224.16,726.31
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000017.png,1399.04,669.59
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000018.png,1870.12,526.22
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000019.png,1808.67,1036.68
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000020.png,1997.73,1080.79
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000021.png,1577.08,786.17
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000022.png,1156.42,937.42
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000023.png,1695.24,1652.70
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000024.png,1739.35,1673.18
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000025.png,1841.76,1818.13
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000026.png,1824.43,1514.06
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000027.png,1959.92,1463.64
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000028.png,1597.56,1336.02
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000029.png,1296.64,1391.17
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000030.png,7.88,1003.59
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000031.png,1616.96,259.45
5a RGB,1,data/processed/positives/crops/5a-RGB/0000000032.png,760.34,1985.25
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000001.png,582.94,272.56
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000002.png,1295.06,346.61
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000003.png,1422.68,250.50
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000004.png,1670.03,264.68
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000005.png,2037.12,557.73
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000006.png,1586.53,779.87
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000007.png,1372.26,869.68
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000008.png,1050.86,887.01
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000009.png,532.52,972.08
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000010.png,942.15,1161.14
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000011.png,1022.50,1455.76
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000012.png,1192.65,1539.26
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000013.png,1749.83,1246.29
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000014.png,1150.38,805.46
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000015.png,646.21,43.43
5b RGB,1,data/processed/positives/crops/5b-RGB/0000000016.png,523.52,397.61
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000001.png,1047.20,1930.62
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000002.png,1174.75,1716.46
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000003.png,1262.93,1525.91
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000004.png,1461.35,1384.19
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000005.png,1077.12,1250.34
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000006.png,314.95,1547.96
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000007.png,141.73,1314.90
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000008.png,533.83,1332.22
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000009.png,955.86,1121.21
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000010.png,579.50,1039.32
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000011.png,571.63,925.94
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000012.png,1258.21,1042.47
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000013.png,1538.51,1174.75
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000014.png,1617.25,1036.17
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000015.png,1469.22,929.09
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000016.png,1535.36,622.02
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000017.png,1258.21,511.79
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000018.png,974.76,626.74
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000019.png,655.09,595.25
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000020.png,486.59,292.90
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000021.png,1221.99,9.45
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000022.png,154.32,1522.76
5c RGB,1,data/processed/positives/crops/5c-RGB/0000000023.png,1152.70,137.00
6a RGB,1,data/processed/positives/crops/6a-RGB/0000000001.png,241.05,80.35
6a RGB,1,data/processed/positives/crops/6a-RGB/0000000002.png,672.74,100.83
6a RGB,1,data/processed/positives/crops/6a-RGB/0000000003.png,812.96,105.56
6a RGB,1,data/processed/positives/crops/6a-RGB/0000000004.png,803.51,28.36
6a RGB,1,data/processed/positives/crops/6a-RGB/0000000005.png,1025.65,167.00
6a RGB,1,data/processed/positives/crops/6a-RGB/0000000006.png,1052.43,152.82
6a RGB,1,data/processed/positives/crops/6a-RGB/0000000007.png,636.50,244.20
